"gene","distance","Z","FC","p.value","p.adj"
"RAB37",6.69397571125286e-10,0.999644690915447,0.040018904158668,0.84144362399681,0.999999989686377
"GLA",6.65579845783002e-10,0.998083883679849,0.0395637321700938,0.842336009854908,0.999999989686377
"SENCR",6.54990552769907e-10,0.993707808767756,0.0383148385372613,0.844812293003056,0.999999989686377
"SLC10A3",6.4504729361214e-10,0.989534474681771,0.0371603711149618,0.847138899802845,0.999999989686377
"H2AFJ",6.23956084457497e-10,0.980467234800623,0.0347700228296482,0.852078385408564,0.999999989686377
"TRIM58",6.23401767915884e-10,0.980224859132305,0.0347082715684701,0.852208283525431,0.999999989686377
"IFRD1",6.18127118042678e-10,0.9779077780176,0.0341234176647442,0.853444541049896,0.999999989686377
"LDLRAP1",6.11316406017668e-10,0.974886799477109,0.0333755960236705,0.85504134862079,0.999999989686377
"RP11-879F14.2",6.10319870828589e-10,0.974441981378859,0.0332668705052005,0.855275041539968,0.999999989686377
"BNIP2",6.07059409881344e-10,0.972981585561926,0.0329123822617706,0.856039725960237,0.999999989686377
"MBNL1",5.79054605382035e-10,0.96010831276978,0.0299458033132811,0.862613259823412,0.999999989686377
"NFE2",5.50355692589182e-10,0.94626002132143,0.027051032963663,0.869359601256445,0.999999989686377
"SERPINE1",4.92775884054987e-10,0.916177716618295,0.0216868172221327,0.882923294003062,0.999999989686377
"AP001189.4",4.05175233795516e-10,0.862977819204146,0.0146616453613282,0.903623487167687,0.999999989686377
"FAM110A",3.65090429956758e-10,0.834706083183756,0.0119041345169516,0.913118360448519,0.999999989686377
"LGALS12",5.40260452379241e-11,0.321365666183161,0.000260677341676942,0.987118310250941,0.999999989686377
"PLEKHO1",5.37374680418017e-11,0.319940492910133,0.000257899991254264,0.987187111168656,0.999999989686377
"PDE4D",5.16969361436425e-11,0.309641474121359,0.000238685775454999,0.987673605753892,0.999999989686377
"GRAP2",5.13272779858153e-11,0.3077327477253,0.00023528454128878,0.987761738511688,0.999999989686377
"DAB2",4.83606264650201e-11,0.291902483925325,0.000208872259067575,0.988469043734188,0.999999989686377
"MARCH2",4.8091013351091e-11,0.290416456630281,0.000206549802741737,0.988533325002054,0.999999989686377
"TLK1",4.77795623752563e-11,0.28868953005828,0.000203883116261656,0.988607581362539,0.999999989686377
